,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,Year,height_in,length_in,width_in,drivetrain,transmission,class,horsepower_hp,hybrid,fuel_type
6129,36867.0,mitsubishi outlander sport,3169.111111111112,,23306.11111111111,5.0,4.0,105.1,16.244444444444447,97.5,25.666666666666668,2018,64.8,171.9,71.3,front wheel,MT,small suv,148.0,True,Hybrid
6130,118322.0,chrysler pacifica,4330.0,7.44,34745.0,7.0,4.0,121.6,19.0,,22.0,2018,69.89999999999999,203.6,,front wheel,AT,minivan,287.0,,gas
6131,8114.0,porsche panamera,4551.25,5.67,127031.25,4.3125,4.0,117.94374999999998,22.725,108.0,24.0,2018,56.18750000000001,198.8,76.3,all wheel,AT,large,330.0,,gas
6132,41401.0,volkswagen passat,3358.8571428571427,5.76,28475.0,5.0,4.0,110.4,18.5,102.0,29.0,2018,58.5,191.9,72.2,front wheel,DCT,midsize,280.0,True,Hybrid
6133,67550.0,nissan pathfinder,4438.375,,37117.5,7.0,4.0,114.20000000000002,19.5,136.77499999999998,22.375,2018,69.5,20.0,57.0,front wheel,MT,small suv,266.0,True,Hybrid
6137,621.0,jeep patriot,,7.82,15952.0,5.0,4.0,103.7,13.5,127.4,22.0,2018,127.0,173.8,221.0,four wheel,5 Speed Manual,Manual transmission,172.0,True,Hybrid
6140,536980.0,ram pickup,,,,,,,,,,2018,,,,,,,,,
6141,159615.0,honda pilot,4195.882352941177,6.69,37941.76470588235,7.9411764705882355,4.0,111.0,19.5,152.2058823529412,21.647058823529413,2018,69.90588235294115,194.5,78.6,all wheel,AT,suv,280.0,True,Hybrid
6144,46600.0,ram promaster,,,32348.846153846152,2.0,2.5384615384615383,147.0,24.0,,,2018,91.0153846153846,,55.8,front wheel,AT,,280.0,,gas
6145,13788.0,ram promaster city,3635.0,,25670.0,3.5,4.0,122.4,16.1,,24.0,2018,74.0,,,front wheel,AT,special purpose,178.0,,gas
6146,16828.0,audi q3,3577.0,8.28,34450.0,5.0,4.0,102.5,16.900000000000002,84.0,23.0,2018,62.5,172.8,72.1,front wheel,DCT,small suv,200.0,,gas
6147,69978.0,audi q5,4057.0,6.06,42800.0,5.0,4.0,111.0,18.5,,25.0,2018,65.3,183.6,74.5,all wheel,DCT,small suv,252.0,True,Hybrid
6151,34763.0,infiniti q50,3867.5,,43358.333333333336,5.0,4.0,112.20000000000005,19.633333333333336,102.0,23.0,2018,57.100000000000016,,,rear wheel,MT,midsize,,,gas
6152,8405.0,infiniti q60,3871.8,,46410.0,4.0,2.0,112.20000000000002,20.0,85.0,22.0,2018,54.89999999999999,,,rear wheel,DCT,subcompact,,,gas
6153,37417.0,audi q7,4841.2,7.72,53800.0,7.0,4.0,117.9,22.5,,21.0,2018,68.5,199.6,77.5,all wheel,DCT,suv,252.0,True,Hybrid
6157,4479.0,infiniti q70,4078.6,,57680.0,5.0,4.0,114.2,19.56,104.0,19.0,2018,59.3,,,rear wheel,MT,midsize,,,gas
6158,2029.0,audi q8,,,,,,,,,,2018,,,,,,,,,
6159,8101.0,infiniti qx30,3389.833333333333,,35416.666666666664,5.0,4.0,106.29999999999995,13.733333333333334,89.0,27.0,2018,59.2,,,front wheel,DCT,small station wagon,,,gas
6160,25389.0,infiniti qx50,3937.5,,35150.0,5.0,4.0,113.4,20.0,96.8,20.0,2018,62.7,,,rear wheel,MT,small station wagon,,,gas
6161,47370.0,infiniti qx60,4458.5,,44200.0,7.0,4.0,114.2,19.5,130.4,22.0,2018,68.6,,,front wheel,,small suv,,,gas
6162,954.0,infiniti qx70,,,,,,,,,,2018,,,,,,,,,
6163,19207.0,infiniti qx80,,,66300.0,7.0,4.0,121.1,26.0,,15.5,2018,75.8,,,rear wheel,MT,,,,gas
6164,927.0,audi r8,,3.71,137724.0,2.0,2.0,104.4,21.9,,17.0,2018,,174.3,76.4,all wheel,AT,two seater,532.0,,gas
6165,19030.0,land rover range rover,4993.5,4.86,125593.5,4.9,4.0,117.34,26.38000000000001,,19.0,2018,72.88999999999999,109.0,242.0,four wheel,DCT,suv,254.0,True,Hybrid
6168,9917.0,land rover range rover evoque,3655.625,6.06,53690.0,4.8,3.6,104.79999999999998,18.5,,25.0,2018,64.16,14.0,77.0,four wheel,AT,small suv,286.0,True,Hybrid
6169,24282.0,land rover range rover sport,4946.555555555556,7.76,82466.66666666667,5.0,4.0,115.0,26.277777777777786,,19.0,2018,71.0,167.0,209.0,four wheel,AT,suv,254.0,True,Hybrid
6172,17037.0,land rover range rover velar,,,65400.0,5.0,4.0,113.0,16.40909090909091,,20.0,2018,65.60000000000001,,,four wheel,AT,small suv,180.0,,gas
6173,427168.0,toyota rav4,3650.3125,8.28,29886.875,5.0,4.0,104.70000000000005,15.625000000000004,,25.0,2018,66.875,181.1,72.6,all wheel,AT,small suv,176.0,True,Hybrid
6175,3358.0,lexus rc,3816.75,6.55,43318.75,4.0,2.0,107.5,17.400000000000002,82.0,22.75,2018,55.00000000000001,184.8,72.4,rear wheel,AT,subcompact,260.0,,gas
6176,63580.0,acura rdx,3842.2,6.22,40090.0,5.0,4.0,105.70000000000002,16.0,103.5,22.5,2018,65.0,184.4,73.7,front wheel,AT,small suv,279.0,True,Hybrid
6178,14117.0,buick regal,3713.0,7.4,32154.28571428572,5.0,4.0,107.8,18.0,98.0,26.0,2018,58.26666666666667,192.9,73.3,front wheel,AT,midsize,250.0,True,Hybrid
6180,97062.0,jeep renegade,3215.0,7.59,23111.5,5.0,4.0,101.20000000000002,12.7,100.1,25.3,2018,66.5,166.6,,four wheel,MT,small suv,160.0,,gas
6181,30592.0,honda ridgeline,4525.8,,36370.0,5.0,4.0,125.20000000000002,19.5,110.76,21.444444444444443,2018,70.53333333333335,137.0,184.0,all wheel,AT,pickup truck,250.0,True,Hybrid
6183,22975.0,kia rio,2700.75,8.67,15847.5,5.0,4.0,101.6,11.9,90.0,32.0,2018,57.1,172.6,67.9,front wheel,AT,compact,130.0,True,Hybrid
6185,1931.0,acura rlx,4178.5,4.75,58400.0,5.0,4.0,112.2,16.8,102.0,23.0,2018,57.7,198.1,74.4,front wheel,DCT,midsize,377.0,,gas
6186,412110.0,nissan rogue,3632.0,8.94,28955.0,5.0,4.0,106.5,14.5,106.19999999999996,30.2,2018,68.21000000000001,,72.4,front wheel,,small suv,170.0,,gas
6187,111636.0,lexus rx,4449.666666666667,6.86,49484.583333333336,6.0,4.0,109.79999999999995,18.533333333333328,121.43333333333332,24.5,2018,67.7,196.9,74.6,all wheel,AT,small suv,290.0,True,Hybrid
6188,14978.0,mercedes benz s class,4815.6,6.0,158907.14285714287,4.571428571428571,3.142857142857143,122.0142857142857,20.871428571428567,109.0,19.142857142857142,2018,57.60714285714287,206.5,74.8,rear wheel,DCT,compact,362.0,,gas
6189,117038.0,hyundai santa fe,4105.5,8.42,37291.66666666666,6.666666666666667,4.0,110.2,18.8,146.6,19.83333333333333,2018,66.5,185.0,74.0,front wheel,DCT,small suv,185.0,True,Hybrid
6192,19685.0,gmc savana,,9.59,,,,135.0,31.0,,,2018,83.7,224.1,79.2,rear wheel,4 Speed Automatic,Automatic transmission,260.0,True,Hybrid
6195,17928.0,kia sedona,4488.4,7.77,33740.0,7.6,4.0,120.5,21.1,,20.0,2018,68.85999999999999,201.4,78.1,front wheel,AT,minivan,276.0,True,Hybrid
6198,213046.0,nissan sentra,2967.222222222222,7.26,21617.777777777777,5.0,4.0,106.29999999999998,13.2,96.0,30.0,2018,58.92222222222222,183.6,69.3,front wheel,MT,midsize,188.0,True,Hybrid
6201,11121.0,toyota sequoia,5905.555555555556,5.96,57380.0,7.5,4.0,122.0,26.399999999999995,126.9,14.333333333333334,2018,77.0,205.1,79.9,four wheel,DCT,suv,381.0,True,Hybrid
6204,87672.0,toyota sienna,4620.333333333333,7.62,40594.333333333336,7.333333333333333,4.0,119.29999999999995,20.0,164.40000000000003,21.33333333333333,2018,70.75333333333333,200.2,78.1,front wheel,DCT,minivan,296.0,True,Hybrid
6207,219554.0,gmc sierra,,7.57,41073.07692307692,5.076923076923077,3.3846153846153846,139.57692307692307,27.23076923076923,,18.923076923076923,2018,73.91576923076923,218.0,51.03,four wheel,DCT,,355.0,,flex fuel
6208,585582.0,chevrolet silverado,,,39269.5652173913,5.130434782608695,3.4782608695652173,141.41304347826087,27.043478260869566,,19.02173913043478,2018,73.89086956521737,,51.03,rear wheel,DCT,,355.0,,flex fuel
6209,2126.0,mercedes benz sl class,4038.0,5.26,143837.5,2.0,2.0,101.7,19.8,,20.666666666666668,2018,51.2,182.3,76.7,rear wheel,AT,two seater,362.0,True,Hybrid
6210,1993.0,mercedes benz slc class,3418.5,6.39,54875.0,2.0,2.0,95.7,15.9,,25.0,2018,51.3,162.8,71.5,rear wheel,AT,two seater,241.0,,gas
6211,105118.0,hyundai sonata,3323.8571428571427,8.65,25832.14285714286,5.0,4.0,110.40000000000002,18.5,106.0,28.0,2018,58.100000000000016,191.1,73.4,front wheel,DCT,large,193.0,True,Hybrid
6214,20613.0,chevrolet sonic,2807.6,9.38,18095.0,5.0,4.0,99.4,12.2,91.0,30.0,2018,59.54,173.9,68.3,front wheel,MT,compact,138.0,,gas
6215,107846.0,kia sorento,3954.307692307693,9.2,34868.46153846154,6.384615384615385,4.0,109.40000000000002,18.800000000000004,151.8,21.15384615384616,2018,66.29999999999998,187.4,74.4,front wheel,AT,small suv,185.0,True,Hybrid
6217,104709.0,kia soul,3038.0,10.08,18700.0,5.0,4.0,101.2,14.2,101.0,27.0,2018,63.5,163.0,70.9,front wheel,AT,small station wagon,130.0,True,Hybrid
6220,23603.0,chevrolet spark,2259.333333333333,9.54,14681.666666666666,4.0,4.0,93.90000000000002,9.2,86.0,33.0,2018,58.52,143.1,62.8,front wheel,MT,subcompact,98.0,,gas
6221,82823.0,kia sportage,3489.5,7.84,28383.33333333333,5.0,4.0,105.1,16.400000000000002,98.6,23.33333333333333,2018,64.86666666666666,176.4,73.0,front wheel,DCT,small suv,181.0,True,Hybrid
6224,27564.0,mercedes benz sprinter,,,46833.15789473684,3.736842105263158,2.894736842105264,160.721052631579,24.7,,,2018,,,,rear wheel,AT,,,,diesel
6225,12043.0,alfa romeo stelvio,4044.0,6.37,43195.0,5.0,4.0,111.0,16.9,116.1,24.0,2018,66.0,184.6,74.9,all wheel,AT,small suv,280.0,,gas
6226,16806.0,kia stinger,,,41060.0,5.0,4.0,114.4,15.900000000000002,93.79999999999998,22.4,2018,55.10000000000001,,,rear wheel,,large,,,gas
6227,60633.0,chevrolet suburban,,7.199999999999999,58300.0,7.666666666666667,4.0,130.0,31.0,,18.5,2018,74.39999999999999,16.0,217.0,rear wheel,DCT,Automatic transmission,355.0,True,Hybrid
6228,245659.0,toyota tacoma,,,33684.833333333336,4.666666666666667,4.0,129.60000000000005,21.10000000000001,,20.133333333333333,2018,70.66666666666664,212.3,41.0,four wheel,DCT,Manual transmission,278.0,True,Hybrid
6230,104152.0,chevrolet tahoe,,7.45,55600.0,7.666666666666667,4.0,116.0,26.0,,18.5,2018,74.39999999999999,10.0,214.0,rear wheel,DCT,Automatic transmission,355.0,True,Hybrid
6232,40341.0,ford taurus,4059.6666666666665,5.58,34815.833333333336,5.0,4.0,112.9,19.0,102.2,20.0,2018,60.7,202.9,76.2,front wheel,AT,large,288.0,True,Hybrid
6235,114311.0,gmc terrain,3640.727272727273,6.58,32645.0,5.0,4.0,107.29999999999995,15.21818181818182,99.6,28.27272727272728,2018,65.39999999999999,182.3,72.4,front wheel,DCT,suv,252.0,True,Hybrid
6238,103022.0,volkswagen tiguan,3817.5,9.37,30321.25,6.0,4.0,109.79999999999998,15.6,,24.0,2018,66.3,185.1,72.4,front wheel,DCT,small suv,184.0,True,Hybrid
6241,50459.0,nissan titan,,,43672.11538461538,5.0,3.5384615384615383,143.43076923076933,26.0,,14.428571428571429,2018,77.17115384615384,228.1,227.0,four wheel,AT,Automatic transmission,390.0,True,Hybrid
6244,30468.0,acura tlx,3686.25,7.15,40883.333333333336,5.0,4.0,109.29999999999995,17.199999999999996,93.29999999999995,24.166666666666668,2018,57.0,191.7,73.0,front wheel,AT,midsize,206.0,,gas
6245,2022.0,volkswagen touareg,,7.15,51228.0,5.0,4.0,113.9,26.4,99.0,24.0,2018,68.2,188.8,76.4,all wheel,AT,suv,240.0,True,Hybrid
6247,137794.0,ford transit,,,,,,,,,,2018,,,,,,,,,
6248,31923.0,ford transit connect,,9.44,19176.0,2.0,4.0,104.8,15.8,167.1,23.5,2018,72.5,173.9,72.2,front wheel,,,169.0,,gas
6249,146264.0,chevrolet traverse,4834.5,7.4,40420.90909090909,7.272727272727272,4.0,120.9,20.44545454545454,150.79999999999998,20.63636363636364,2018,70.70000000000002,204.3,78.6,front wheel,AT,suv,310.0,True,Hybrid
6252,89917.0,chevrolet trax,3006.5,9.11,24483.33333333333,5.0,4.0,100.6,14.0,,28.0,2018,65.83333333333334,,69.9,front wheel,AT,special purpose,138.0,,gas
6253,1289.0,audi tt,3306.0,6.35,64900.0,4.0,2.0,98.6,14.5,73.9,22.0,2018,52.9,164.7,72.1,all wheel,DCT,subcompact,220.0,,gas
6254,118258.0,toyota tundra,,5.72,41017.142857142855,5.619047619047619,4.0,149.29999999999995,30.819047619047616,,14.714285714285714,2018,76.2952380952381,228.9,237.0,four wheel,DCT,Automatic transmission,381.0,True,Hybrid
6256,153792.0,hyundai tuscon,,,,,,,,,,2018,,,,,,,,,
6257,453.0,lexus ux,,,,,,,,,,2018,,,,,,,,,
6258,10871.0,hyundai veloster,2826.4,6.66,21255.0,4.0,3.0,104.29999999999998,13.2,89.79999999999998,29.2,2018,55.10000000000001,167.3,71.1,front wheel,MT,compact,201.0,True,Hybrid
6259,75809.0,nissan versa,2468.875,9.09,14825.0,5.0,4.0,102.4,10.8,184.0,34.0,2018,59.82500000000001,163.7,66.7,front wheel,MT,compact,109.0,,gas
6260,18306.0,chevrolet volt,3543.0,,35395.0,5.0,4.0,106.1,8.9,90.0,42.0,2018,56.4,180.4,71.2,front wheel,AT,compact,149.0,,electric
6261,240032.0,jeep wrangler,3963.8333333333335,5.54,31278.33333333333,4.0,2.0,96.8,17.5,88.39999999999999,20.0,2018,73.6,164.3,73.7,four wheel,MT,suv,285.0,True,Hybrid
6264,29057.0,bmw x1,3645.6666666666665,6.42,35233.333333333336,5.0,4.0,105.09999999999998,16.1,101.2,25.33333333333333,2018,62.9,175.4,71.7,all wheel,DCT,large,228.0,,gas
6265,16154.0,bmw x2,3662.0,,37400.0,5.0,4.0,105.1,16.1,94.1,25.5,2018,60.1,172.2,71.8,front wheel,,midsize,228.0,,gas
6266,61351.0,bmw x3,4216.5,9.18,48575.0,5.0,4.0,112.8,17.2,101.4,24.0,2018,66.0,186.1,74.7,all wheel,DCT,small suv,355.0,True,Hybrid
6268,4323.0,bmw x4,4182.5,5.52,53425.0,5.0,4.0,110.6,17.7,,22.0,2018,63.9,184.3,74.1,all wheel,AT,small suv,355.0,,gas
6269,45013.0,bmw x5,4962.0,4.57,69533.33333333333,5.0,4.0,115.5,22.416666666666668,102.4,20.5,2018,69.10000000000001,192.7,78.1,all wheel,AT,suv,567.0,True,Hybrid
6271,6862.0,bmw x6,4888.75,4.52,77750.0,5.0,4.0,115.5,22.4,98.0,18.5,2018,66.875,193.8,78.3,all wheel,AT,suv,300.0,True,Hybrid
6273,12420.0,volvo xc40,,,,,,,,,,2018,,,,,,,,,
6274,32689.0,volvo xc60,4599.0,8.08,48800.0,5.0,4.0,112.79999999999998,16.733333333333334,98.59999999999998,24.33333333333333,2018,65.3,19.0,97.0,all wheel,DCT,small suv,250.0,True,Hybrid
6277,31609.0,volvo xc90,4536.5,7.38,59000.0,6.266666666666667,4.0,117.5,17.306666666666672,103.79999999999998,24.866666666666667,2018,69.89999999999999,200.0,105.0,all wheel,DCT,small suv,250.0,True,Hybrid
6280,4704.0,jaguar xe,3542.5,8.07,46728.52941176471,5.0,4.0,111.59999999999994,16.176470588235297,91.0,24.0,2018,55.89999999999997,183.9,72.8,rear wheel,DCT,compact,180.0,,gas
6281,2208.0,jaguar xf,3736.0,5.07,59316.66666666666,5.0,4.0,116.5,19.033333333333328,97.0,23.0,2018,57.48333333333338,195.0,78.2,all wheel,AT,midsize,380.0,True,Hybrid
6284,1579.0,jaguar xj,4070.857142857143,5.58,91042.85714285714,5.0,4.0,122.2,21.1,102.0,18.0,2018,57.5,202.0,74.8,rear wheel,DCT,large,340.0,True,Hybrid
6287,7785.0,cadillac xt4,,,,,,,,,,2018,,,,,,,,,
6288,60566.0,cadillac xt5,,,,5.0,4.0,112.5,21.7,,22.0,2018,66.0,189.5,75.0,all wheel,AT,small suv,310.0,,gas
6289,17729.0,cadillac xts,4078.769230769231,6.75,54856.53846153846,4.769230769230769,4.0,111.70000000000002,19.307692307692307,104.0,22.0,2018,59.39999999999999,202.0,72.9,front wheel,DCT,large,304.0,,gas
6290,27209.0,toyota yaris,2329.285714285714,9.14,17292.14285714286,5.0,3.142857142857143,98.79999999999998,11.099999999999998,171.0,32.0,2018,59.39999999999999,155.5,66.7,front wheel,DCT,compact,106.0,,gas
6291,74678.0,gmc yukon,,6.26,58225.0,7.75,4.0,116.0,26.0,,18.125,2018,74.39999999999999,10.0,80.5,rear wheel,DCT,Automatic transmission,420.0,True,Hybrid
6294,2646.0,fiat 124 spider,2446.25,6.44,26866.25,2.0,2.0,90.9,11.9,,29.0,2019,,159.6,68.5,rear wheel,MT,two seater,160.0,,gas
6295,8015.0,bmw 2,3659.0,6.41,44150.0,4.0,2.0,105.9,13.7,99.0,25.625,2019,55.60000000000001,174.7,69.8,rear wheel,AT,subcompact,248.0,,gas
6296,50741.0,mazda 3,,8.14,20395.0,,,106.3,13.2,108.7,33.0,2019,57.3,180.3,70.7,front wheel,MT,compact,155.0,,gas
6297,47827.0,bmw 3,3810.2,8.08,44830.0,5.0,4.0,112.61999999999998,15.720000000000002,87.8076923076923,27.0,2019,57.81999999999999,182.8,71.3,all wheel,DCT,compact,180.0,,gas
6298,29214.0,chrysler 300,4166.666666666667,5.81,35317.22222222222,5.0,4.0,120.20000000000002,18.5,106.0,23.0,2019,58.87777777777777,198.6,75.0,rear wheel,AT,large,363.0,True,Hybrid
6300,2384.0,nissan 370z,3378.4117647058824,5.1,40654.117647058825,2.0,2.0,100.40000000000002,19.0,,22.0,2019,51.91764705882351,167.5,72.6,rear wheel,MT,two seater,332.0,,gas
6301,18621.0,bmw 4,3843.4166666666665,,51758.333333333336,4.333333333333333,2.6666666666666665,110.59999999999998,15.800000000000002,,25.5,2019,54.53333333333333,182.7,71.9,rear wheel,AT,compact,248.0,,gas
6302,145.0,alfa romeo 4c,2465.0,4.87,55900.0,2.0,2.0,93.7,10.5,,28.0,2019,,157.0,73.5,rear wheel,AT,two seater,237.0,,gas
6303,131864.0,toyota 4runner,4631.0,6.49,41290.454545454544,5.0,4.0,109.79999999999995,23.0,97.3,18.0,2019,71.54545454545455,190.7,75.8,four wheel,DCT,suv,270.0,True,Hybrid
6306,38709.0,bmw 5,4090.25,7.15,59450.0,5.0,4.0,117.1,16.45,98.79999999999998,25.714285714285715,2019,58.19999999999999,193.4,73.2,all wheel,DCT,midsize,240.0,,gas
6307,3267.0,fiat 500,2428.375,7.85,19805.0,4.0,2.0,90.6,10.5,76.0,27.0,2019,59.587500000000006,144.4,64.1,front wheel,MT,minicompact,157.0,,gas
6308,772.0,fiat 500l,3254.0,9.31,23220.0,5.0,4.0,102.8,13.2,98.8,25.0,2019,65.7,167.3,69.8,front wheel,AT,small station wagon,160.0,,gas
6309,2519.0,fiat 500x,2967.0,7.73,26033.0,5.0,4.0,101.2,12.7,100.1,24.8,2019,63.1,168.2,70.7,all wheel,AT,small station wagon,177.0,,gas
6310,21524.0,mazda 6,,7.78,21945.0,,,111.4,16.4,100.0,27.0,2019,57.1,191.5,72.4,front wheel,MT,midsize,184.0,,gas
6311,1139.0,bmw 6,4445.666666666667,6.32,91650.0,5.0,4.0,117.56666666666666,18.416666666666668,107.0,21.5,2019,55.8,192.8,74.6,all wheel,AT,compact,315.0,,gas
6312,20190.0,volvo 60,,,,,,,,,,2019,,,,,,,,,
6313,8823.0,bmw 7,4591.5,6.19,107785.71428571428,5.0,4.0,126.4,19.385714285714283,111.53846153846152,21.428571428571427,2019,58.2,206.6,74.9,all wheel,AT,large,320.0,,gas
6314,3880.0,porsche 718,2988.0,4.64,71066.66666666667,2.0,2.0,97.40000000000002,16.0,,22.33333333333333,2019,50.3,172.4,70.9,rear wheel,MT,two seater,300.0,,gas
6315,4410.0,bmw 8,4607.0,,116650.0,4.0,2.0,111.1,18.0,,20.0,2019,53.0,,,all wheel,AT,subcompact,,,gas
6316,3398.0,toyota 86 fr s,,,,,,,,,,2019,,,,,,,,,
6317,4052.0,volvo 90,,,,,,,,,,2019,,,,,,,,,
6318,9265.0,porsche 911,3365.2272727272725,3.47,137536.36363636365,3.8181818181818175,2.0,96.5090909090909,17.799999999999994,,21.27272727272728,2019,50.845454545454544,179.4,74.0,all wheel,MT,minicompact,520.0,,gas
6319,15944.0,mercedes benz a class,3351.0,6.65,33500.0,5.0,4.0,107.4,13.0,,28.0,2019,56.9,179.1,70.7,front wheel,DCT,subcompact,188.0,,gas
6320,10418.0,audi a3,3355.8,6.98,34900.0,4.6,3.2,103.16,13.72,86.0,29.0,2019,55.68,174.1,70.6,front wheel,DCT,subcompact,184.0,True,Hybrid
6324,26435.0,audi a4,3525.8571428571427,8.62,39628.57142857143,5.0,4.0,111.0,15.3,92.0,30.0,2019,56.2,186.1,72.5,front wheel,DCT,compact,188.0,,gas
6325,23023.0,audi a5,3990.0,6.07,51200.0,4.0,2.0,108.90000000000002,15.300000000000002,81.0,27.0,2019,54.4,184.0,72.7,all wheel,DCT,subcompact,248.0,True,Hybrid
6326,17807.0,audi a6,4266.0,5.09,58900.0,5.0,4.0,115.09999999999998,19.3,97.20000000000002,25.0,2019,57.4,194.4,74.3,all wheel,DCT,midsize,335.0,,electric
6327,4955.0,audi a7,4332.0,5.71,68000.0,5.0,4.0,115.2,19.3,94.0,25.0,2019,56.0,195.6,75.1,all wheel,DCT,midsize,335.0,True,Hybrid
6328,2963.0,audi a8,,6.29,83800.0,5.0,4.0,123.1,21.7,121.9,22.0,2019,58.5,208.7,76.6,all wheel,AT,midsize,335.0,True,Hybrid
6331,99430.0,gmc acadia,3956.0,5.81,38357.142857142855,6.428571428571429,4.0,112.5,20.285714285714285,143.79999999999998,21.857142857142858,2019,66.0,193.6,75.4,front wheel,AT,suv,310.0,True,Hybrid
6334,25628.0,hyundai accent,2634.75,9.4,16853.75,5.0,4.0,101.6,11.9,181.0,32.0,2019,57.1,172.6,68.1,front wheel,DCT,compact,130.0,,gas
6335,267567.0,honda accord,,7.62,27620.0,5.0,4.0,111.4,14.8,106.0,30.0,2019,57.1,192.2,73.3,front wheel,MT,large,192.0,,gas
6336,209183.0,nissan altima,3363.153846153846,8.3,29617.69230769231,5.0,4.0,111.20000000000005,16.123076923076923,101.0,32.0,2019,56.99999999999999,192.9,72.9,front wheel,MT,midsize,236.0,,gas
6337,4048.0,mercedes benz amg gt,3824.875,4.36,141387.5,2.5,2.5,106.675,20.125,,17.375,2019,51.9625,199.2,76.9,rear wheel,AT,two seater,429.0,,gas
6338,32044.0,nissan armada,5355.0,7.63,54533.333333333336,8.0,4.0,121.1,26.0,188.40000000000003,15.5,2019,75.8,155.0,222.0,rear wheel,MT,suv,390.0,True,Hybrid
6341,2449.0,volkswagen arteon,,6.35,37645.0,5.0,4.0,111.9,17.4,96.0,25.0,2019,56.5,191.4,73.7,all wheel,AT,large,268.0,,gas
6342,81958.0,subaru ascent,,,37178.333333333336,7.5,4.0,113.8,19.3,,23.0,2019,71.60000000000001,,,all wheel,CVT,suv,260.0,,gas
6343,81508.0,volkswagen atlas,,8.48,39687.307692307695,7.0,4.0,117.29999999999995,18.6,,19.0,2019,70.0,198.3,78.3,all wheel,DCT,small suv,235.0,,gas
6344,1134.0,cadillac ats,3473.25,5.74,41855.625,5.0,4.0,109.29999999999995,16.0,91.0,23.0,2019,55.899999999999984,183.6,72.5,rear wheel,AT,compact,272.0,,gas
6345,27767.0,toyota avalon,3655.142857142857,6.68,39450.0,5.0,4.0,113.0,14.5,103.0,25.0,2019,56.5,195.9,72.8,front wheel,AT,midsize,215.0,True,Hybrid
6347,8324.0,lincoln aviator,4918.0,,42110.0,6.0,4.0,113.7,22.5,,,2019,71.9,,,rear wheel,AT,suv,,,gas
6348,17215.0,volkswagen beetle,3045.0,8.31,23582.5,4.0,2.0,100.1,14.5,85.0,29.0,2019,58.6,168.8,71.9,front wheel,DCT,compact,174.0,True,Hybrid
6349,58116.0,chevrolet blazer,4065.428571428572,6.16,38500.0,5.0,4.0,112.70000000000002,20.385714285714283,107.79999999999998,22.142857142857142,2019,67.0,191.4,76.7,front wheel,DCT,suv,308.0,,gas
6350,16419.0,chevrolet bolt,,,,,,,,,,2019,,,,,,,,,
6351,2334.0,subaru brz,2806.25,5.92,28581.25,4.0,2.0,101.2,13.2,77.0,24.0,2019,52.0,166.7,69.9,rear wheel,MT,minicompact,205.0,,gas
6352,48875.0,mercedes benz c class,3915.733333333333,6.56,60210.0,4.333333333333333,2.6666666666666665,111.79999999999995,17.400000000000002,80.35,22.53333333333333,2019,55.59999999999999,184.5,72.1,rear wheel,DCT,compact,241.0,True,Hybrid
6354,48930.0,toyota c hr,3300.0,,23358.33333333333,5.0,4.0,103.90000000000002,13.199999999999998,84.0,29.0,2019,61.6,171.2,70.7,front wheel,AT,small suv,144.0,,gas
6355,1577.0,kia cadenza,3743.6666666666665,6.47,38466.66666666666,5.0,4.0,112.40000000000002,18.5,108.0,23.0,2019,57.9,195.7,73.6,front wheel,AT,large,290.0,,gas
6356,48266.0,chevrolet camaro,3736.285714285714,5.08,43285.71428571428,4.0,2.0,110.70000000000002,19.0,77.0,19.0,2019,52.94285714285714,188.3,74.7,rear wheel,MT,subcompact,335.0,,gas
6357,336978.0,toyota camry,3433.7,6.65,29252.0,5.0,4.0,111.20000000000002,14.95,100.0,26.0,2019,56.89999999999999,192.1,72.4,front wheel,AT,midsize,208.0,True,Hybrid
6360,32826.0,gmc canyon,,,35376.0,4.64,3.44,132.69200000000004,21.0,,19.84,2019,70.52399999999997,224.6,181.0,four wheel,AT,Manual transmission,308.0,True,Hybrid
6362,2535.0,buick cascada,3979.0,9.15,35403.333333333336,4.0,2.0,106.09999999999998,14.300000000000002,82.0,24.0,2019,56.79999999999999,184.9,72.4,front wheel,DCT,compact,200.0,,gas
6363,19001.0,porsche cayenne,4629.6,4.68,93212.5,5.0,4.0,114.0,25.075,,21.0,2019,67.25,193.6,78.0,all wheel,DCT,suv,335.0,True,Hybrid
6365,60997.0,dodge challenger,4222.727272727273,3.29,42804.09090909091,5.0,2.0,116.20000000000005,18.5,94.0,23.0,2019,56.845454545454544,197.5,79.2,rear wheel,MT,midsize,717.0,True,Hybrid
