,Unnamed: 0,Total_Sales,Year,cleaned_name,curb_weight_lbs,body_style,engine_type,speed_sec,horsepower_hp,length_in,width_in,msrp,pass_capacity,doors,wheelbase_in,height_in,tank_cap_gal,vol_cubft,mpg_comb,drivetrain,fuel_typ,trans,class_EPA,engine,fuel
1935,2968,9460.0,2011,lincoln town car,,,,,,,,,,,,,,,,,,,,,
1936,2969,9284.0,2011,hyundai veloster,,,,,,,,,,,,,,,,,,,,,
1937,2970,9146.0,2011,hyundai veracruz,,,,7.22,260.0,190.6,76.6,12272.0,7.0,4.0,110.4,71.1,20.6,150.6,18.0,all wheel,Gas,,,,regular
1938,2971,8998.0,2011,audi q7,5416.16666666667,Sport Utility,Diesel V6,7.86,272.0,200.3,78.1,51050.0,7.0,4.0,118.2,68.4,26.4,0.0,18.0,all wheel,Premium,"8-speed Tiptronic automatic transmission -inc: OD, dynamic shift program",four WD Sport Utility Vehicle,Direct Injection,premium
1939,2973,8832.0,2011,bmw 1,,,,6.1,230.0,171.7,68.8,11730.0,,,104.7,56.0,14.0,96.0,23.0,rear wheel,Gas,,,,regular
1940,2974,8018.0,2011,lincoln navigator,5922.5,Sport Utility,Gas/Ethanol V8,,,,,59080.0,7.0,4.0,119.0,78.3,28.0,159.4,15.5,rear wheel,"Gas/Ethanol V8, 5.four L",6-speed automatic transmission w/OD -inc: OD switch,twoWD Sport Utility Vehicle,SEFI,gas/ethanol
1941,2975,7984.0,2011,land rover lrfour ,,,,6.74,375.0,43.6,45.1,16201.0,5.0,4.0,113.6,76.3,22.8,0.0,14.0,all wheel,Premium,Automatic (S6),Sport Utility Vehicle - four WD,SIDI,premium
1942,2976,7671.0,2011,chevrolet volt,3781.0,four dr Car,Electric/Gas Ifour ,,,177.1,70.4,40280.0,4.0,4.0,105.7,56.6,9.3,90.0,37.0,front wheel,Premium Gas or Electricity,Automatic (variable gear ratios),Compact Cars,Electronic Fuel Injection,premium
1943,2977,7546.0,2011,mitsubishi eclipse,,,,9.33,162.0,180.4,72.2,6799.0,4.0,2.0,101.4,53.2,17.7,82.0,23.0,front wheel,Regular,Manual 5-spd,Subcompact Cars,,regular
1944,2980,7535.0,2011,volkswagen touareg,,,,7.15,280.0,188.8,76.4,18360.0,5.0,4.0,113.9,68.2,26.4,0.0,22.0,four wheel,Diesel,Automatic (S8),Sport Utility Vehicle - four WD,,diesel
1945,2982,7533.0,2011,volkswagen eos,,,,7.33,200.0,173.6,70.5,11573.0,4.0,2.0,101.5,56.8,14.5,77.0,25.0,front wheel,Premium,Manual 6-spd,Subcompact Cars,SIDI,premium
1946,2984,7328.0,2011,nissan 370z,3358.22222222222,twodr Car,Gas V6,4.61,332.0,167.2,72.6,38003.3333333333,2.0,2.0,100.4,51.9777777777778,19.0,52.0,22.0,rear wheel,Premium,6-speed close-ratio manual transmission -inc: upshift indicator,Two-Seater,SMPI,premium
1947,2986,7038.0,2011,chevrolet captiva sport,,,,,,,,,,,,,,,,,,,,,
1948,2987,6942.0,2011,suzuki kizashi,,,,7.75,185.0,,,6459.0,,,,,16.6,92.0,25.0,front wheel,Regular,Automatic (variable gear ratios),Compact Cars,,regular
1949,2989,6879.0,2011,porsche panamera,4060.8,four dr Car,Gas V8,5.38,300.0,195.6,76.0,94620.0,4.0,4.0,114.94,55.8,24.28,98.0,21.0,all wheel,Premium,"7-speed Porsche Doppelkupplung (PDK) auto transmission -inc: manual actuation, automatic mode, gear recommendation for optimized fuel economy manual mode",Large Car,Direct Injection,premium
1950,2990,6561.0,2011,audi a3,3297.83333333333,four dr Car,Gas Ifour ,7.95,200.0,168.9,77.4,28856.6666666667,5.0,4.0,101.5,56.0,14.5166666666667,89.0,24.0,front wheel,Premium,6-speed S tronic transmission,Small Station Wgn,TFSI,premium
1951,2993,6468.0,2011,volkswagen beetle,,,,,,,,,,,,,,,,,,,,,
1952,2994,6270.0,2011,audi a7,,,,,,,,,,,,,,,,,,,,,
1953,2995,6192.0,2011,bmw x6,5313.0,Sport Utility,Turbocharged Gas V8,5.91,400.0,192.1,78.1,75700.0,4.25,4.0,115.5,66.45,22.5,98.0,16.75,all wheel,"Turbocharged Gas V8, four .four L","8-speed Sport Automatic transmission with Adaptive Transmission Control (ATC), Sport and steptronic Manual shift modes, and steering wheel-mounted paddle shifters",four WD Sport Utility Vehicle,- TBD -,regular
1954,2996,6030.0,2011,infiniti ex35,,,,,,,,,,,,,,92.0,20.0,rear wheel,Premium,Automatic (S7),Small Station Wagons,,premium
1955,2997,6016.0,2011,porsche 911,3312.29411764706,twodr Car,Gas Flat 6-cyl,4.44,345.0,175.6,71.2,126457.142857143,3.61904761904762,2.0,92.5166666666667,51.3230769230769,17.2047619047619,68.4615384615385,19.6842105263158,rear wheel,"Gas Flat 6-cyl, 3.8L",6-speed manual transmission -inc: dual-mass fly-wheel & X-Tend clutch,Mini-Compact,Electronic Fuel Injection,regular
1956,2998,5716.0,2011,volvo xc70,,,,7.22,240.0,190.5,73.3,10931.0,5.0,4.0,110.8,63.1,18.5,134.9,21.0,all wheel,Gas,,,,regular
1957,2999,5700.0,2011,audi a8,,,,5.54,372.0,207.4,76.7,26537.0,,,122.9,57.9,23.8,102.0,21.0,all wheel,Premium,Automatic (S8),Midsize Cars,SIDI,premium
1958,3000,5674.0,2011,mazda mx 5 miata,2548.2,Convertible,Gas Ifour ,6.48,167.0,157.3,67.7,27587.5,2.0,2.0,91.7,49.2,12.7,46.0,23.5833333333333,rear wheel,"Gas Ifour , two.0L",6-speed automatic transmission w/OD -inc: paddle shifters,Two Seater,MPFI,regular
1959,3001,5665.0,2011,mercedes benz cls class,4117.0,four dr Car,Gas V8,5.27,382.0,193.6,73.7,86525.0,4.0,4.0,112.4,55.2,21.1,104.3,15.0,rear wheel,"Gas V8, 5.5L","7-speed r-adaptive electronic automatic transmission w/OD -inc: AMG SpeedShift, sport, comfort & manual shift mode",Large,- TBD -,regular
1960,3002,5303.0,2011,jaguar xf,4162.6,four dr Car,Gas V8,4.62,385.0,195.3,75.6,62540.0,5.0,4.0,114.5,57.5,18.4,95.0,19.0,rear wheel,Premium,"6-speed automatic transmission w/Jaguar Sequential Shift, JaguarDrive rotary gear selector w/winter and dynamic modes, steering wheel mounted paddles",Midsize Car,DI,premium
1961,3004,5235.0,2011,jaguar xj,4230.66666666667,four dr Car,Supercharged Gas V8,4.68,385.0,206.6,74.6,92366.6666666667,5.0,4.0,121.85,57.0,21.7,102.0,19.0,rear wheel,Premium,Sequential shift 6-speed automatic transmission w/OD -inc: steering wheel mounted paddles & sport mode,Large Car,DI,premium
1962,3006,5208.0,2011,smart fortwo,1822.66666666667,twodr Car,Gas I3,9.2,70.0,106.1,61.4,14956.6666666667,2.0,2.0,73.5,60.7,8.7,45.4,36.0,rear wheel,"Gas I3, 1.0",5-speed smartshift automated manual transmission,Minicompact,Electronic Fuel Injection,regular
1963,3007,5024.0,2011,lincoln mkt,4963.66666666667,four dr Car,Gas V6,,,,,46631.6666666667,7.0,4.0,117.9,67.4,18.6,142.3,18.3333333333333,all wheel,"Gas V6, 3.7L",6-speed automatic transmission w/Selectshift & paddle activation,Sport Utility Vehicle - four WD,SEFI,regular
1964,3008,4980.0,2011,suzuki grand vitara,,,,8.67,166.0,177.2,71.3,7751.0,5.0,4.0,103.9,66.3,17.4,0.0,22.0,four wheel,Regular,Manual 5-spd,Sport Utility Vehicle - twoWD,,regular
1965,3010,4933.0,2011,volvo c70,,,,8.1,227.0,181.7,72.3,13583.0,4.0,2.0,103.9,26.8,15.9,,23.0,front wheel,Gas,,,,regular
1966,3011,4735.0,2011,volvo s80,,,,6.02,300.0,191.0,73.3,13906.0,5.0,4.0,111.6,26.9,18.5,,21.0,all wheel,Gas,,,,regular
1967,3012,3903.0,2011,bmw 6,4045.5,Convertible,Gas V8,4.03,500.0,191.8,73.0,82000.0,4.0,2.0,109.4,54.1,18.5,81.5,17.0,rear wheel,"Gas V8, four .8L",6-speed sport automatic transmission -inc: shift paddles,Subcompact,EFI,regular
