,Unnamed: 0,Total_Sales,Year,cleaned_name,curb_weight_lbs,body_style,engine_type,speed_sec,horsepower_hp,length_in,width_in,msrp,pass_capacity,doors,wheelbase_in,height_in,tank_cap_gal,vol_cubft,mpg_comb,drivetrain,fuel_typ,trans,class_EPA,engine,fuel
2062,3144,127969.0,2012,ford edge,4200.0,four dr Car,Gas V6,7.12,285.0,184.2,76.0,34224.2857142857,5.0,4.0,111.2,67.0,18.4285714285714,108.4,21.2857142857143,front wheel,"Gas V6, 3.5L",6-speed SelectShift automatic transmission,FWD Sport Utility Vehicle,Electronic Fuel Injection,regular
2063,3145,125980.0,2012,honda odyssey,4477.42857142857,"Mini-van, Passenger",Gas V6,8.42,248.0,202.9,79.2,36261.4285714286,7.85714285714286,4.0,118.1,68.4,21.0,0.0,21.0,front wheel,Regular,5-speed automatic transmission,twoWD Minivan,Electronic Fuel Injection,regular
2064,3147,125476.0,2012,chrysler two00,,,,9.08,173.0,191.7,72.5,7598.0,5.0,4.0,108.9,31.5,16.9,100.0,24.0,front wheel,Regular,Automatic four -spd,Midsize Cars,,regular
2065,3150,38330.0,2012,chrysler sebring,,,,,,,,,,,,,,,,,,,,,
2066,3151,123361.0,2012,mazda 3,,,,8.35,148.0,180.7,69.1,6080.0,,,103.9,57.9,14.5,189.0,23.0,front wheel,Regular,Manual 6-spd,Compact Cars,,regular
2067,3155,121055.0,2012,toyota highlander,4263.6,Sport Utility,Gas V6,9.57,187.0,188.4,75.2,34680.0,7.0,4.0,109.8,68.82,18.8,145.64,21.7,four wheel,"Gas V6, 3.5L","5-speed ECT-i automatic transmission -inc: sequential shift, snow mode",Sport Utility Vehicle,Electronic Fuel Injection,regular
2068,3156,119597.0,2012,kia sorento,3932.1666666666706,Sport Utility,Gas Ifour ,6.62,272.0,183.9,74.2,26975.0,5.66666666666667,4.0,106.3,67.3,18.0,147.1,22.0,front wheel,"Gas Ifour , two.four L","6-speed automatic transmission w/OD, Sportmatic",Sport Utility Vehicle - twoWD,MPFI,regular
2069,3157,117553.0,2012,subaru outback,3511.84615384615,Station Wagon,Gas Flat four ,6.24,256.0,188.2,71.7,26518.0769230769,5.0,4.0,107.9,65.7,18.5,105.4,22.4615384615385,all wheel,"Gas Flat four , two.5L","Lineartronic continuously variable transmission (CVT) -inc: steering wheel-mounted paddle-shifters, 6-speed manual mode function",Sport Utility Vehicle - four WD,Electronic Fuel Injection,regular
2070,3158,117023.0,2012,volkswagen passat,3265.88,four dr Car,Gas I5,8.11,170.0,191.6,72.2,26263.2,5.0,4.0,110.4,58.5,18.5,102.0,34.0,front wheel,Diesel,6-speed automatic transmission,Mid-Size,Electronic Fuel Injection,diesel
2071,3162,117023.0,2012,volkswagen passat sedan,,,,,,,,,,,,,,,,,,,,,
2072,3163,115778.0,2012,kia soul,2812.0,four dr Car,Gas Ifour ,8.11,164.0,162.2,70.3,16100.0,5.0,4.0,100.4,63.4,12.7,102.0,27.0,front wheel,Regular,6-speed automatic transmission -inc: active eco system,Small Station Wagon,Electronic Fuel Injection,regular
2073,3167,114848.0,2012,honda pilot,4447.16666666667,Sport Utility,Gas V6,8.2,250.0,191.4,78.5,35336.6666666667,8.0,4.0,109.2,72.4166666666667,21.0,153.033333333333,20.5,front wheel,"Gas V6, 3.5L",5-speed automatic transmission w/OD,twoWD Sport Utility Vehicle,Electronic Fuel Injection,regular
2074,3168,114725.0,2012,toyota sienna,4448.33333333333,"Mini-van, Passenger",Gas V6,7.84,266.0,200.2,78.1,33133.75,7.33333333333333,4.0,119.3,70.1,20.0,164.4,19.6666666666667,front wheel,"Gas V6, 3.5L",6-speed automatic transmission w/OD & intelligence (ECT-i),twoWD Minivan,EFI,regular
2075,3169,113327.0,2012,nissan versa,2541.0,four dr Car,Gas Ifour ,9.04,109.0,175.4,66.7,14887.1428571429,5.0,4.0,102.4,59.9428571428572,11.8285714285714,185.0,30.0,front wheel,Regular,5-speed manual transmission w/OD,Compact,SMPI,regular
2076,3174,111744.0,2012,chrysler town country,,,,,,,,,,,,,,,,,,,,,
2077,3175,106395.0,2012,nissan sentra,3014.42857142857,four dr Car,Gas Ifour ,9.57,140.0,179.8,70.5,18857.1428571429,5.0,4.0,105.7,59.4428571428571,14.5,97.0,29.0,front wheel,Regular,6-speed close ratio manual transmission,Compact,SMPI,regular
2078,3179,101621.0,2012,toyota tundra,,Crew Cab Pickup - Standard Bed,Gas V8,,310.0,228.7,50.0,32157.2916666667,4.83333333333333,3.33333333333333,144.125,76.025,26.4,,15.3333333333333,four wheel,"Gas V8, 5.7L","6-speed automatic transmission -inc: electronically controlled intelligence (ECT-i), sequential shift mode, uphill & downhill shift logic, TOW/HAUL mode",,Direct Injection,regular
2079,3180,99602.0,2012,bmw 3,3627.1111111111104,four dr Car,Gas I6,6.48,230.0,178.6,71.5,43250.0,4.38888888888889,2.77777777777778,109.227777777778,55.13888888888889,16.0166666666667,87.8076923076923,22.3888888888889,rear wheel,"Gas I6, 3.0L",6-speed manual transmission,Subcompact Cars,Direct Injection,regular
2080,3181,97786.0,2012,gmc terrain,3950.625,Sport Utility,Gas/Ethanol Ifour ,9.59,182.0,185.3,72.8,28947.5,5.0,4.0,112.5,66.3,18.0,99.6,24.5,front wheel,"Gas/Ethanol Ifour , two.four ","Transmission, 6-speed automatic",four WD Sport Utility Vehicle,Direct Injection,gas/ethanol
2081,3182,96890.0,2012,dodge avenger,,,,6.27,283.0,192.6,72.8,7598.0,5.0,4.0,108.9,30.5,16.9,100.0,24.0,front wheel,Regular,Automatic four -spd,Midsize Cars,,regular
2082,3185,95381.0,2012,lexus rx,,,,7.58,270.0,187.8,74.2,15630.0,,,107.9,67.7,19.2,,21.5,front wheel,Gas,,,,regular
2083,3186,85606.0,2012,chevrolet traverse,4758.5,Sport Utility,Gas V6,7.98,281.0,205.0,78.4,35340.0,7.5,4.0,118.9,70.4,22.0,153.1,19.0,front wheel,"Gas V6, 3.6L","Transmission, 6-speed automatic, electronically controlled with over includes auto-grade braking, hill start assist and tap-shift manual shift control (Included and only available with CV1four 5two6 AWD models.)",four WD Sport Utility Vehicle,DI,regular
2084,3187,84391.0,2012,chevrolet camaro,3791.8333333333294,twodr Car,Gas V6,4.36,323.0,190.4,75.5,33404.0909090909,4.0,2.0,112.3,54.3818181818182,19.0,93.0,22.0,rear wheel,Regular,"Transmission, 6-speed manual",Compact,Direct Injection,regular
2085,3194,82995.0,2012,ford mustang,3649.4545454545505,twodr Car,Gas V8,4.35,412.0,188.2,73.9,35182.7272727273,4.0,2.0,107.1,55.7636363636364,16.0,83.0,23.0,rear wheel,Regular,6-speed manual transmission,Compact,Electronic Fuel Injection,regular
2086,3199,82592.0,2012,dodge charger,4206.92857142857,four dr Car,Gas V8,5.61,370.0,199.9,75.0,32088.5714285714,5.0,4.0,120.2,58.2,19.5,105.0,21.0,rear wheel,Regular,5-speed automatic transmission,Large Car,Electronic Fuel Injection,regular
2087,3202,68175.0,2012,subaru impreza,2987.0,Station Wagon,Gas Flat four ,7.48,148.0,32.0,68.5,20075.7692307692,5.0,4.0,104.1,58.8076923076923,14.5,97.2692307692308,29.2307692307692,all wheel,"Gas Flat four , two.0L",5-speed manual transmission,Compact Cars,Electronic Fuel Injection,regular
2088,3203,13624.0,2012,subaru impreza wrx,,,,5.24,265.0,,,7918.0,,,,,16.9,,22.0,all wheel,,,,,
2089,3204,81697.0,2012,mercedes benz c class,3573.5,four dr Car,Gas V6,8.49,168.0,178.2,68.0,43136.5,5.0,3.2,108.7,55.8,17.4,85.2,21.8,rear wheel,"Turbocharged Gas Ifour , 1.8L",7-speed automatic transmission -inc: Touch Shift,Compact,Electronic Fuel Injection,regular
2090,3205,81314.0,2012,chevrolet sonic aveo,,,,,,,,,,,,,,,,,,,,,
2091,3206,81247.0,2012,chevrolet sonic,2742.66666666667,four dr Car,Gas Ifour ,9.11,138.0,173.1,68.3,15776.6666666667,5.0,4.0,99.4,59.7,12.2,91.0,28.0,front wheel,Regular,"Transmission, 5-speed manual",Subcompact Car,Electronic Fuel Injection,regular
2093,3215,79563.0,2012,dodge journey,4064.0,four dr Car,Gas Ifour ,7.21,280.0,192.4,72.2,25920.0,5.0,4.0,113.8,66.6,20.725,99.6,20.375,front wheel,"Gas Ifour , two.four L",6-speed automatic transmission,twoWD Sport Utility Vehicle,Electronic Fuel Injection,regular
2094,3216,78280.0,2012,gmc acadia,4756.5,Sport Utility,Gas V6,7.16,288.0,200.7,78.2,39396.0,7.2,4.0,118.9,69.9,22.0,154.0,19.0,front wheel,"Gas V6, 3.6L","Transmission, 6-speed automatic, electronically controlled with over (Included and only available with TV1four 5two6 AWD models.)",four WD Sport Utility Vehicle,SIDI,regular
2095,3217,76347.0,2012,subaru forester,3337.85714285714,Sport Utility,Gas Flat four ,6.7,224.0,37.5,42.2,24837.8571428571,5.0,4.0,103.0,66.6142857142857,16.9,103.671428571429,22.7142857142857,all wheel,"Gas Flat four , two.5L",four -speed electronic direct-control automatic transmission,Sport Utility Vehicle - AWD,Electronic Fuel Injection,regular
2096,3218,75681.0,2012,kia forte,2826.4,four dr Car,Gas Ifour ,7.76,156.0,176.4,69.5,17940.0,5.0,3.2,104.3,56.54,13.7,194.0,29.0,front wheel,Regular,6-speed electronically-controlled automatic transmission w/OD,Compact Cars,Electronic Fuel Injection,regular
2097,3222,75483.0,2012,jeep liberty,,,,8.3,210.0,176.9,72.3,10798.0,5.0,4.0,106.1,71.0,19.5,,19.0,rear wheel,Gas,,,,regular
2098,3223,66066.0,2012,ford taurus,4143.5,four dr Car,Gas V6,4.86,365.0,202.9,76.2,31205.0,5.0,4.0,112.9,60.7,19.0,102.2,20.6666666666667,front wheel,"Gas V6, 3.5L",6-speed SelectShift automatic transmission -inc: paddle activation,Large Cars,Electronic Fuel Injection,regular
2099,3224,8309.0,2012,ford taurus police interceptor,,,,,,,,,,,,,,,,,,,,,
2100,3225,71016.0,2012,hyundai santa fe,3952.0,Sport Utility,Gas V6,7.18,276.0,184.1,74.4,26875.0,5.0,4.0,106.3,67.9,18.0,108.3,22.5555555555556,front wheel,"Gas V6, 3.5L",6-speed automatic transmission w/OD,twoWD Sport Utility,Electronic Fuel Injection,regular
2101,3226,70747.0,2012,chrysler 300,4287.7692307692305,four dr Car,Gas V8,6.39,292.0,198.6,75.0,38496.9230769231,5.0,4.0,120.2,58.8076923076923,19.5,106.0,21.0,rear wheel,Regular,5-speed automatic transmission w/autostick,Large Cars,Electronic Fuel Injection,regular
2102,3229,68904.0,2012,chevrolet tahoe,,Sport Utility,Gas/Ethanol V8,7.72,320.0,49.4,49.1,48502.5,8.0,4.0,116.0,76.35,25.75,,18.0,rear wheel,"Gas/Ethanol V8, 5.3L","Transmission, 6-speed automatic, electronically controlled with over and tow/haul mode",,SFI,gas/ethanol
2103,3230,65171.0,2012,mercedes benz e class,4168.9375,four dr Car,Gas V6,6.03,302.0,191.7,73.0,59127.5,4.6875,3.375,111.725,56.83125,23.19375,97.0,21.75,rear wheel,"Gas V6, 3.5L",7-speed automatic transmission,Midsize Cars,Direct Injection,regular
2104,3231,62010.0,2012,jeep patriot,,,,7.3,172.0,173.8,69.2,6398.0,5.0,4.0,103.7,66.8,13.5,,25.0,four wheel,Gas,,,,regular
2105,3232,61004.0,2012,hyundai accent,2451.83333333333,four dr Car,Gas Ifour ,7.78,138.0,162.0,66.9,15203.3333333333,5.0,4.0,101.2,57.1,11.4,180.0,31.0,front wheel,Regular,"6-speed automatic transmission w/SHIFTRONIC -inc: active eco system, hill start assist, ignition interlock",Compact Cars,Direct Injection,regular
2106,3234,59844.0,2012,infiniti g,,,,,,,,,,,,,,,,,,,,,
2107,3235,46828.0,2012,infiniti g sedan,,,,,,,,,,,,,,,,,,,,,
2108,3236,13016.0,2012,infiniti g coupe convertible,,,,,,,,,,,,,,,,,,,,,
2109,3237,59349.0,2012,nissan maxima,3555.6,four dr Car,Gas V6,6.35,290.0,190.6,73.2,34040.0,4.6,4.0,109.3,57.8,20.0,96.0,22.0,front wheel,Premium,5-speed automatic transmission w/manual mode,Mid-Size,Electronic Fuel Injection,premium
2110,3238,57485.0,2012,cadillac srx,,,,6.51,308.0,190.3,75.2,14394.0,5.0,4.0,110.5,65.7,21.0,,19.0,front wheel,Gas,,,,regular
2111,3239,57076.0,2012,buick lacrosse,4041.4,four dr Car,Gas/Ethanol V6,9.55,182.0,196.9,73.1,34506.0,5.0,4.0,111.7,59.2,17.38,100.0,21.0,front wheel,Gasoline or E85,"Transmission, 6-speed automatic, electronically controlled with over includes Driver Shift Control",Midsize Cars,Direct Injection,regular
2112,3241,56798.0,2012,bmw 5,4424.27272727273,four dr Car,Turbocharged Gas I6,7.15,240.0,193.1,73.2,58295.45454545449,5.0,4.0,118.354545454545,58.9818181818182,18.5,104.681818181818,21.6363636363636,rear wheel,"Turbocharged Gas V8, four .four L","8-speed Steptronic automatic transmission -inc: sport & manual shift modes, adaptive transmission control (ATC)",Mid-Size,Direct Injection,regular
2113,3242,56775.0,2012,ford fiesta,2557.5,four dr Car,Gas Ifour ,9.03,120.0,173.6,67.8,15290.0,5.0,4.0,98.0,58.0,12.0,85.1,33.0,front wheel,"Gas Ifour , 1.6L",5-speed manual transmission -inc: four .07 axle ratio,Subcompact,Electronic Fuel Injection,regular
2114,3243,56703.0,2012,buick enclave,4880.0,Sport Utility,Gas V6,7.99,288.0,201.8,79.0,40521.25,7.0,4.0,118.9,72.5,22.0,153.0,18.5,front wheel,"Gas V6, 3.6L","Transmission, 6-speed automatic",four WD Sport Utility Vehicle,Direct Injection,regular
2115,3244,56158.0,2012,lexus es,3605.0,four dr Car,Gas V6,6.83,268.0,191.7,71.7,36725.0,5.0,4.0,109.3,56.3,18.5,95.4,22.0,front wheel,"Gas V6, 3.5L","6-speed automatic electronically controlled transmission -inc: intelligence (ECT-i), sequential-shift",Compact,Electronic Fuel Injection,regular
2116,3245,55435.0,2012,nissan frontier,,Crew Cab Pickup - Standard Bed,Gas V6,7.09,261.0,205.5,44.4,26600.7692307692,4.61538461538462,3.23076923076923,128.053846153846,70.3769230769231,21.1,,17.1538461538462,rear wheel,"Gas V6, four .0L",5-speed automatic transmission w/OD,,Electronic Fuel Injection,regular
2117,3246,51675.0,2012,nissan murano,4110.22222222222,Sport Utility,Gas V6,7.32,260.0,189.9,74.1,36700.0,4.88888888888889,3.77777777777778,111.2,67.0333333333333,21.7,105.8,19.8888888888889,all wheel,"Gas V6, 3.5L",,AWD Sport Utility,Electronic Fuel Injection,regular
2118,3247,50854.0,2012,acura mdx,4589.6,Sport Utility,Gas V6,6.66,300.0,191.6,78.5,49236.25,7.0,4.0,108.3,68.2,21.0,141.8,18.0,all wheel,"Gas V6, 3.7L","6-speed automatic transmission w/OD, Sequential SportShift, grade logic control, shift hold control",Sport Utility Vehicle,Electronic Fuel Injection,regular
2119,3248,49253.0,2012,honda fit,2571.6,four dr Car,Gas Ifour ,8.98,117.0,161.6,66.7,17222.0,5.0,4.0,98.4,60.0,10.6,91.0,29.0,front wheel,Regular,5-speed automatic transmission w/steering wheel-mounted dual-mode paddle shifters,Small Station Wagon,Electronic Fuel Injection,regular
2121,3252,48878.0,2012,hyundai tucson,3322.2,Sport Utility,Gas Ifour ,8.32,165.0,173.2,71.7,23475.0,5.0,4.0,103.9,65.64,14.5,101.9,24.1,front wheel,"Gas Ifour , two.four L",6-speed automatic transmission w/SHIFTRONIC -inc: active eco system,twoWD Sport Utility,MPI,regular
2122,3253,48755.0,2012,toyota four runner,4631.0,Sport Utility,Gas V6,6.55,270.0,189.9,75.8,35980.0,5.0,4.0,109.8,70.38,23.0,97.3,19.0,four wheel,"Gas V6, four .0L",5-speed ECT automatic transmission w/OD -inc: sequential shift mode,Sport Utility Vehicle four WD,Electronic Fuel Injection,regular
2123,3254,48116.0,2012,chevrolet suburban,,Sport Utility,Gas/Ethanol V8,7.28,352.0,69.6,49.1,48380.5,8.2,4.0,130.0,76.8,34.2,,15.0,rear wheel,"Gas/Ethanol V8, 5.3L","Transmission, 6-speed automatic, heavy-duty, electronically controlled with over and tow/haul mode (Requires 1/two ton models.)",,Electronic Fuel Injection,gas/ethanol
2124,3255,47127.0,2012,subaru legacy,3417.16666666667,four dr Car,Gas Flat four ,6.14,256.0,186.4,71.7,24295.0,5.0,4.0,108.3,59.3,18.5,103.0,23.4166666666667,all wheel,"Gas Flat four , two.5L","Lineartronic continuously variable transmission (CVT) -inc: steering wheel-mounted paddle-shifters, 6-speed manual mode function",Midsize Cars,Electronic Fuel Injection,regular
2125,3256,46979.0,2012,cadillac cts,4004.4545454545505,four dr Car,Gas V6,6.1,318.0,192.0,72.5,43928.6363636364,4.727272727272729,3.45454545454545,113.4,57.4545454545455,18.0,99.0,21.0,rear wheel,Regular,"Transmission, 6-speed automatic for RWD (Must specify a transmission. Base MSRP includes (MX0) 6-speed automatic transmission for 6DM35 and 6DP35 (RWD) models.)",Mid-Size,SIDI,regular
2126,3261,45111.0,2012,mini cooper,2623.66666666667,twodr Car,Turbocharged Gas Ifour ,6.81,181.0,146.8,66.3,24166.6666666667,4.0,2.0,97.1,55.4,13.2,76.0,30.0,front wheel,Premium,6-speed manual Getrag transmission,Minicompact,Direct Injection,premium
2127,3263,29278.0,2012,mini hardtop,,,,6.81,181.0,,,13800.0,,,,,13.2,,31.0,front wheel,,,,,
2128,3264,5769.0,2012,mini clubman,,,,,,,,,,,,,,,,,,,,,
2129,3265,4813.0,2012,mini convertible,,,,6.41,208.0,,,14040.0,,,,,13.2,,29.0,front wheel,,,,,
2130,3266,2880.0,2012,mini coupe,,,,8.92,121.0,,,,,,,,13.2,,33.0,front wheel,,,,,
2131,3267,2371.0,2012,mini roadster,,,,9.12,121.0,,,,,,,,13.2,,31.0,front wheel,,,,,
2132,3268,44445.0,2012,bmw x5,5136.5,Sport Utility,Turbocharged Gas I6,6.57,300.0,191.1,76.1,61425.0,5.0,4.0,115.5,69.8166666666667,22.5,102.4,18.1666666666667,all wheel,"Turbocharged Gas I6, 3.0L","8-speed Sport Automatic transmission -inc: adaptive transmission control, sport & STEPTRONIC manual shift modes, steering wheel-mounted paddle shifters",four WD Sport Utility Vehicle,Direct Injection,regular
2133,3269,43772.0,2012,fiat 500,2421.75,twodr Car,Gas Ifour ,9.62,101.0,139.6,64.1,19812.5,4.0,2.0,90.6,59.725,10.5,76.0,29.0,front wheel,Premium,5-speed manual transmission,Minicompact Car,Electronic Fuel Injection,premium
2134,3271,43319.0,2012,mazda cx 5,,,,,,,,,,,,,,,,,,,,,
2135,3272,43119.0,2012,dodge challenger,3986.125,twodr Car,Gas V8,5.99,305.0,197.7,75.7,31727.5,5.0,2.0,116.0,57.1,19.5,94.0,21.0,rear wheel,Regular,6-speed manual Tremec transmission,Midsize,Electronic Fuel Injection,regular
2136,3275,43095.0,2012,toyota venza,,,,8.27,182.0,189.0,75.0,10970.0,5.0,4.0,109.3,27.7,17.7,0.0,23.0,front wheel,Regular,Automatic (S6),Sport Utility Vehicle - twoWD,,regular
2137,3277,42621.0,2012,nissan pathfinder,4727.33333333333,Sport Utility,Gas V6,,,,,36641.1111111111,7.0,4.0,112.2,72.4111111111111,21.1,100.6,16.2222222222222,four wheel,"Gas V6, four .0L",5-speed automatic transmission -inc: manual shift mode,four WD Sport Utility,Direct Injection,regular
2138,3278,42589.0,2012,dodge durango,4962.9,Sport Utility,Gas/Ethanol V6,7.38,290.0,199.8,75.8,35233.0,6.6,4.0,119.8,70.9,24.6,113.14,17.9,rear wheel,"Gas/Ethanol V6, 3.6L",5-speed automatic transmission,twoWD Sport Utility Vehicle,Electronic fuel injection,gas/ethanol
2139,3279,41042.0,2012,buick verano,,,,8.61,180.0,183.9,71.4,9034.0,,,105.7,58.1,15.6,91.0,24.0,front wheel,Gasoline or E85,Automatic (S6),Compact Cars,SIDI; FFV,regular
2140,3280,20677.0,2012,volkswagen golf,3075.98214285714,twodr Car,Turbocharged Gas Ifour ,8.42,170.0,165.4,70.3,25694.8214285714,5.0,3.0,101.5,58.0500000000001,14.5,94.0,26.0,front wheel,Regular,"6-speed DSG transmission w/Tiptronic & sport mode, launch control",Compact,Direct Injection,regular
2141,3284,16314.0,2012,volkswagen golf gti,,,,6.95,200.0,165.8,70.0,7198.0,,,101.5,57.8,14.5,108.8,26.0,front wheel,,,,,
2142,3285,3894.0,2012,volkswagen golf r,3325.0,four dr Car,Turbocharged Gas Ifour ,5.48,256.0,165.8,70.0,35040.0,5.0,3.0,101.5,57.5,14.5,93.0,22.0,all wheel,Premium,6-speed manual transmission,Compact Cars,Direct Injection,premium
2143,3286,40275.0,2012,kia rio,2433.875,four dr Car,Gas Ifour ,8.49,138.0,159.3,67.7,15525.0,5.0,4.0,101.2,57.3,11.4,90.0,31.0,front wheel,Regular,"6-speed automatic transmission -inc: auto shift lock, ignition key interlock, H-matic",Compact,Direct Injection,regular
2144,3288,40235.0,2012,jeep compass,3190.5,Sport Utility,Gas Ifour ,7.21,172.0,173.4,38.0,22636.6666666667,5.0,4.0,103.7,65.2,13.55,101.3,23.8333333333333,front wheel,"Gas Ifour , two.four L",5-speed manual transmission,four WD Sport Utility Vehicles,Electronic Fuel Injection,regular
2145,3289,38530.0,2012,audi afour ,3659.75,four dr Car,Turbocharged Gas Ifour ,6.75,211.0,185.2,71.9,34200.0,5.0,4.0,110.6,56.275,16.9,91.0,25.0,all wheel,Premium,8-speed Tiptronic automatic transmission,Compact Cars,Direct Injection,premium
2146,3290,34163.0,2012,audi afour sedan,,,,,,,,,,,,,,,,,,,,,
2147,3291,3115.0,2012,audi afour allroad,,,,,,,,,,,,,,,,,,,,,
2148,3292,1252.0,2012,audi afour avant,,,,,,,,,,,,,,,,,,,,,
2149,3293,38101.0,2012,mercedes benz m class,,,,6.8,302.0,189.1,75.8,19596.0,,,114.8,70.7,24.6,,19.5,all wheel,Gas,,,,regular
2150,3294,38062.0,2012,ford expedition,,Sport Utility,Gas/Ethanol V8,7.81,310.0,206.5,78.8,43380.0,7.25,4.0,119.0,77.2,28.0,,15.5,rear wheel,"Gas/Ethanol V8, 5.four L",6-speed automatic transmission w/OD,,Electronic Fuel Injection,gas/ethanol
2151,3295,36935.0,2012,chevrolet captiva sport,,,,,,,,,,,,,,,,,,,,,
2152,3296,36840.0,2012,chevrolet colorado,,Extended Cab Pickup - Standard Bed,Gas four -Cyl,,185.0,207.1,42.6,24441.1111111111,4.66666666666667,2.55555555555556,122.733333333333,66.3666666666667,19.0,,19.1666666666667,rear wheel,"Gas four -Cyl, two.9L","Transmission, four -speed automatic, electronically controlled with over (Refer to the Engine and Axle section for compatibility requirements. Must specify.)",,SFI,regular
2153,3297,36358.0,2012,nissan juke,,,,,188.0,26.6,69.5,7996.0,5.0,4.0,99.6,30.7,13.2,86.0,29.0,front wheel,Premium,Automatic (AV-S6),Small Station Wagons,,premium
2154,3299,36357.0,2012,kia sportage,3288.0,Sport Utility,Gas Ifour ,7.89,176.0,174.8,73.0,23742.8571428571,5.0,4.0,103.9,64.4,14.5,100.0,23.5714285714286,front wheel,"Gas Ifour , two.four L",6-speed automatic transmission w/Sportmatic,twoWD Sport Utility Vehicle,MPFI,regular
2155,3300,35173.0,2012,bmw x3,4167.0,Sport Utility,Gas I6,6.25,300.0,183.0,74.1,39900.0,5.0,4.0,110.6,65.4,17.7,90.1,21.0,all wheel,"Gas I6, 3.0L",8-speed steptronic automatic transmission with Sport and Manual shift modes and Adaptive Transmission Control (ATC),four WD Sport Utility Vehicle,Direct Injection,regular
2156,3301,34862.0,2012,hyundai veloster,2620.5,3dr Car,Gas Ifour ,7.84,138.0,166.1,70.5,17925.0,5.0,3.0,104.3,55.1,13.2,90.0,31.0,front wheel,Regular,"6-speed EcoShift dual clutch auto transmission -inc: paddle shifters, active ECO system",- TBD -,Direct Injection,regular
2157,3303,33973.0,2012,hyundai genesis,,,,5.6,333.0,196.3,74.4,13680.0,,,115.6,58.1,19.3,109.0,22.0,rear wheel,Regular,Automatic 8-spd,Large Cars,SIDI,regular
2158,3306,33756.0,2012,mazda 6,,,,8.31,170.0,193.7,72.4,8192.0,,,109.8,57.9,18.5,102.0,25.0,front wheel,Regular,Automatic (S5),Midsize Cars,,regular
2159,3309,33572.0,2012,acura tl,,,,6.77,280.0,194.0,74.0,14282.0,5.0,4.0,109.3,57.2,18.5,111.3,24.5,front wheel,Gas,,,,regular
2160,3310,31731.0,2012,volkswagen tiguan,3433.0,Sport Utility,Turbocharged Gas Ifour ,8.2,200.0,174.3,71.2,30325.0,5.0,4.0,102.5,66.3666666666667,16.8,0.0,24.0,front wheel,Premium,"6-speed automatic transmission w/OD -inc: Tiptronic sport mode, dynamic shift program (DSP)",twoWD Sport Utility Vehicles,Electronic Fuel Injection,premium
2161,3312,30590.0,2012,toyota yaris,2309.28571428571,four dr Car,Gas Ifour ,9.08,106.0,153.5,66.7,15631.4285714286,5.0,3.14285714285714,98.8,59.4,11.1,172.0,31.0,front wheel,Regular,four -speed auto transmission w/OD,Subcompact,Electronic Fuel Injection,regular
2162,3314,29556.0,2012,toyota avalon,3594.0,four dr Car,Gas V6,5.95,268.0,197.6,72.8,34815.0,5.0,4.0,111.0,58.5,18.5,107.0,22.0,front wheel,Regular,6-speed automatic ECT-i transmission w/sequential shift,Large,Electronic Fuel Injection,regular
2163,3315,29520.0,2012,acura rdx,3842.0,Sport Utility,Turbocharged Gas Ifour ,7.63,240.0,182.5,73.6,35445.0,5.0,4.0,104.3,65.2,18.0,101.4,20.0,front wheel,"Turbocharged Gas Ifour , two.3L","5-speed automatic transmission w/OD, Sequential SportShift, paddle-shifters, Grade Logic Control",Sport Utility Vehicle,Direct Injection,regular
2164,3316,29364.0,2012,mercedes benz glk,,,,,,,,,,,,,,,,,,,,,
2165,3317,28654.0,2012,volkswagen beetle,3029.72,twodr Car,Gas I5,,170.0,168.4,71.2,24008.5294117647,4.0,2.0,99.9000000000001,58.5,14.5,85.0,25.0,front wheel,Premium,"6-speed DSG transmission -inc: Tiptronic, paddle shifters",Subcompact car,Direct Injection,premium
